Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Desa ParkCity, Kuala Lumpur","RM 1,280,000",3+1,3,,Condominium,"Built-up : 1,432 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 850,000",2,3,1,Condominium,"Built-up : 1,173 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,300,000",4+1,5,,2-sty Terrace/Link House,"Built-up : 3,200 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,400,000",4+1,6,2,3-sty Terrace/Link House (Intermediate),"Built-up : 4,400 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,380,000",4+1,5,,3-sty Terrace/Link House,Land area : 22x75 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,550,000",3+1,4,,3-sty Terrace/Link House,"Built-up : 1,800 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,800,000",3+1,4,,3-sty Terrace/Link House,"Built-up : 3,211 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,500,000",5+1,6,,3-sty Terrace/Link House (Intermediate),"Built-up : 5,448 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,150,000",4,5,,2-sty Terrace/Link House (Corner),"Built-up : 3,000 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,900,000",4+1,5,,3-sty Terrace/Link House,"Built-up : 3,650 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,650,000",4+1,6,,3-sty Terrace/Link House,"Built-up : 4,000 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,600,000",3+1,5,,2-sty Terrace/Link House,Land area : 5000 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,880,000",5+1,6,,3-sty Terrace/Link House,Land area : Kuala Lumpur sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 4,800,000",4+1,6,,3-sty Terrace/Link House,"Built-up : 4,400 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 920,000",3+1,2,2,Condominium (Intermediate),"Built-up : 1,448 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,580,000",3+1,3,,3-sty Terrace/Link House,"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 6,300,000",5+2,7,,Bungalow,Land area : 6800 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,580,000",3,3,,2.5-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,100,000",2+1,2,,Condominium,"Built-up : 1,378 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,990,000",5+1,6,,3.5-sty Terrace/Link House,"Built-up : 3,500 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,800,000",4+1,4,,2-sty Terrace/Link House (EndLot),Land area : 38x75 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 6,200,000",6+1,9,,3.5-sty Terrace/Link House (Corner),"Built-up : 6,938 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,800,000",3+1,3,,Condominium,Land area : Kuala Lumpur sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,300,000",3,2,,Condominium,"Built-up : 1,324 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,430,000",3,2,,Condominium,"Built-up : 1,377 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,600,000",2+1,2,2,Condominium (Corner),"Built-up : 1,400 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,500,000",6+1,6,,Semi-detached House,"Built-up : 3,200 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,050,000",2+1,2,2,Condominium,"Built-up : 1,389 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,530,000",3+1,3,,Condominium,"Built-up : 1,777 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,400,000",3+1,3,2,Condominium,"Built-up : 1,572 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,170,000",3,2,2,Condominium,"Built-up : 1,389 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,599,000",3+1,4,,Condominium,"Built-up : 1,878 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 900,000",1+1,1,,Condominium,Built-up : 915 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,600,000",3+1,3,,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,330,000",3+1,4,,Condominium,"Built-up : 1,653 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 2,940,000",4+1,5,3,Condominium,"Built-up : 3,668 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 1,131,760",3+1,5,2,Condominium,"Built-up : 1,942 sq. ft.",Unknown
"Mont Kiara, Kuala Lumpur","RM 3,200,000",4+1,5,3,Condominium,"Built-up : 3,668 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 2,950,000",4+1,6,3,Condominium,"Built-up : 3,668 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 3,680,000",4+1,6,3,Condominium,"Built-up : 4,090 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,890,000",4+1,6,3,Condominium,"Built-up : 3,478 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur","RM 1,138,060",3+1,5,2,Condominium,"Built-up : 2,081 sq. ft.",Unknown
"Desa ParkCity, Kuala Lumpur","RM 2,600,000",4+1,6,2,3-sty Terrace/Link House,"Built-up : 3,197 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,080,000",2,1,2,Condominium (Intermediate),"Built-up : 1,034 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 7,150,000",,,,Residential Land,"Built-up : 11,000 sq. ft.",
"Desa ParkCity, Kuala Lumpur","RM 1,200,000",2+1,3,,Condominium (Intermediate),"Built-up : 1,507 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 4,550,000",3+2,6,,2.5-sty Terrace/Link House (Intermediate),"Built-up : 4,471 sq. ft.",Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 1,900,000",3+1,4,,Condominium,"Built-up : 2,110 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 12,350,000",,,,Residential Land,Land area : 19000 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,100,000",2+1,2,,Condominium,"Built-up : 1,378 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,300,000",5+1,7,2,3-sty Terrace/Link House,"Built-up : 6,088 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,730,000",3+1,3,,Condominium,"Built-up : 1,690 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,180,000",2,2,2,Condominium,"Built-up : 1,087 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,600,000",6+1,9,2,3.5-sty Terrace/Link House,"Built-up : 7,000 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 3,490,000",4+1,5,3,Condominium,"Built-up : 3,720 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,670,000",,,,Residential Land,Land area : 9000 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,050,000",3+1,4,,2-sty Terrace/Link House,"Built-up : 2,541 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,520,000",3+1,3,,3-sty Terrace/Link House,"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,980,000",3+1,3,,2-sty Terrace/Link House,"Built-up : 2,390 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 989,000",3+1,2,2,Condominium,"Built-up : 1,333 sq. ft.",Unknown
"Desa ParkCity, Kuala Lumpur","RM 883,000",2+1,2,2,Condominium,"Built-up : 1,093 sq. ft.",Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 1,208,000",3+1,2,,Condominium,"Built-up : 1,535 sq. ft.",Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 588,000",1,1,,Condominium,Built-up : 700 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,130,000",2+1,2,,Condominium,"Built-up : 1,378 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 790,000",1+1,1,,Condominium,Built-up : 969 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,350,000",2+2,3,,Condominium,"Built-up : 1,701 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,530,000",3+1,4,2,Condominium,"Built-up : 2,066 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,550,000",3+1,3,,Condominium (Intermediate),"Built-up : 1,852 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,300,000",3+1,4,2,2-sty Terrace/Link House (Intermediate),"Built-up : 2,600 sq. ft.",Partly Furnished
"City Centre, Kuala Lumpur","RM 1,550,000",2+1,3,1,Serviced Residence,"Built-up : 1,453 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,350,000",3+1,3,2,2-sty Terrace/Link House,"Built-up : 2,500 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 8,100,000",5+2,6,,Bungalow,Land area : 6900 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,250,000",3,2,,2-sty Terrace/Link House,"Built-up : 2,600 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,400,000",5+1,6,,3-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,850,000",3+1,4,,2-sty Terrace/Link House,"Built-up : 3,000 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,468,000",3+1,5,,2-sty Terrace/Link House,"Built-up : 3,000 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 948,888",2,2,,Condominium,"Built-up : 1,100 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 4,000,000",4+1,5,,3-sty Terrace/Link House,"Built-up : 4,500 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,170,000",4+1,5,,3-sty Terrace/Link House (Intermediate),"Built-up : 4,306 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,900,000",3+1,3,,Condominium,"Built-up : 1,800 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,400,000",2,2,,Condominium,"Built-up : 1,292 sq. ft.",Unknown
"Desa ParkCity, Kuala Lumpur","RM 2,850,000",5+1,6,5,3.5-sty Terrace/Link House (Corner),"Built-up : 3,500 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,400,000",2,2,,Condominium,"Built-up : 1,292 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,990,000",5+1,5,5,3.5-sty Terrace/Link House,"Built-up : 3,600 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,900,000",3+1,4,2,Condominium,"Built-up : 1,851 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,900,000",4+1,3,,Condominium,"Built-up : 1,800 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,250,000",4+1,4,,3-sty Terrace/Link House (Corner),"Built-up : 2,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 4,690,000",,,,Residential Land,Land area : 6700 sq. ft.,Fully Furnished
"Mid Valley City, Kuala Lumpur","RM 1,280,000",2+1,2,,Condominium (Corner),"Built-up : 1,367 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,850,000",4+1,4,2,Condominium,"Built-up : 1,830 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur","RM 2,800,000",5,5,,Bungalow,Land area : 14000 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur","RM 1,500,000",3+1,4,,Condominium,"Built-up : 2,098 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,200,000",4+1,5,3,Serviced Residence,"Built-up : 3,832 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,550,000",2+1,3,2,Serviced Residence (Corner),"Built-up : 1,445 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,800,000",3+1,5,2,Serviced Residence (Corner),"Built-up : 2,426 sq. ft.",Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,480,000",2+1,3,2,Serviced Residence,"Built-up : 1,691 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,700,000",5+1,,,Bungalow,Land area : 6300 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,780,000",5,3,,Semi-detached House,Land area : 3600 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 5,200,000",,,,Bungalow,Land area : 7678 sq. ft.,
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,995,000",5+1,6,,Bungalow,Land area : 8000 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 8,800,000",6+1,9,,Bungalow (Corner),Land area : 16001 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 1,150,000",3,2,,Condominium (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur","RM 810,000",3,3,2,Condominium (Intermediate),"Built-up : 1,186 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 800,000",3,3,1,Condominium (Intermediate),"Built-up : 1,237 sq. ft.",Unfurnished
"Kepong, Kuala Lumpur","RM 950,000",4,3,2,2-sty Terrace/Link House,Land area : 22X75 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,950,000",4+1,4,3,Condominium,"Built-up : 3,478 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur","RM 818,000",,,2,Condominium (Intermediate),"Built-up : 1,088 sq. ft.",Unfurnished
"Bandar Menjalara, Kuala Lumpur","RM 850,000",4,3,2,2-sty Terrace/Link House,Land area : 22 X 80 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur","RM 560,000",3,2,2,2-sty Terrace/Link House,Land area : 770 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur","RM 995,000",4,3,3,Condominium,"Built-up : 2,100 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,820,000",3,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1650 sq. ft.,
"Sentul, Kuala Lumpur","RM 768,000",2+1,2,1,Condominium (Intermediate),"Built-up : 1,180 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 845,000",3+1,3,,Condominium (Corner),"Built-up : 1,663 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 970,000",3+1,4,2,Condominium (Corner),"Built-up : 1,488 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 880,900",3,3,3,Condominium (Intermediate),"Built-up : 1,373 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,800,000",4+1,4,2,Condominium (Intermediate),"Built-up : 1,830 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 390,000",1,2,1,Serviced Residence (Duplex),Built-up : 775 sq. ft.,Partly Furnished
"Mid Valley City, Kuala Lumpur","RM 1,350,000",3,2,,Condominium (Corner),"Built-up : 1,367 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 995,000",3,2,2,Serviced Residence,"Built-up : 1,218 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 900,000",3,2,2,Serviced Residence,"Built-up : 1,218 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 670,000",3,2,1,Condominium (Corner),"Built-up : 1,200 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,280,000",3,2,2,Condominium (Corner),"Built-up : 1,200 sq. ft.",Partly Furnished
"City Centre, Kuala Lumpur","RM 1,600,000",2+1,3,2,Serviced Residence (Corner),"Built-up : 1,442 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 1,900,000",2+1,3,2,Serviced Residence,"Built-up : 1,453 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 1,420,000",1,1,,Serviced Residence (Corner),"Built-up : 1,131 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 890,000",3+1,3,2,Condominium,"Built-up : 1,578 sq. ft.",Partly Furnished
"City Centre, Kuala Lumpur","RM 2,300,000",2+1,3,2,Serviced Residence (Corner),Land area : 1614 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 1,300,000",,3,,2-sty Terrace/Link House (Corner),Land area : 42x85 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 1,300,000",6,5,,3-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 1,800,000",5+1,6,,Semi-detached House (Intermediate),Land area : 34x75 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur","RM 950,000",4,3,,2-sty Terrace/Link House (Intermediate),Land area : 20x70 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur","RM 240,000",3,2,1,Condominium,Built-up : 850 sq. ft.,
"Mont Kiara, Kuala Lumpur","RM 2,750,000",3+1,4,,Condominium,"Built-up : 3,041 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 6,700,000",7+1,7,4,Bungalow (Corner),Land area : 6200 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,180,000",3+1,2,2,Condominium (Corner),"Built-up : 1,432 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,100,000",3+1,4,3,2-sty Terrace/Link House (Intermediate),Land area : 22x70 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 6,300,000",7,7,10,Bungalow (Intermediate),Land area : 7300 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,190,000",2+1,3,2,Condominium (Intermediate),"Built-up : 1,389 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,400,000",5+1,4,3,2-sty Terrace/Link House (Intermediate),Land area : 22x100 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,550,000",3,,2,Condominium (Intermediate),"Built-up : 1,346 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,300,000",4+1,5,,2-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,200,000",2,2,2,Condominium (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,388,000",4+1,5,3,3-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,500,000",7+1,8,,3.5-sty Terrace/Link House (Intermediate),Land area : 33x85 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,080,000",3+1,3,3,Condominium (Corner),"Built-up : 1,948 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,150,000",2,1,2,Condominium (Intermediate),"Built-up : 1,034 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,590,000",3,3,2,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 848,000",1+1,1,2,Condominium (Intermediate),Built-up : 969 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,200,000",5,6,5,3-sty Terrace/Link House (Corner),Land area : 1991 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,400,000",5+1,6,,3-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,200,000",4+1,5,,3-sty Terrace/Link House (Intermediate),"Built-up : 4,306 sq. ft.",Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 8,300,000",6+1,6,10,Bungalow (Intermediate),Land area : 6900 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,400,000",3+1,3,2,Condominium (Intermediate),"Built-up : 1,572 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 750,000",1,1,3,Serviced Residence (Intermediate),Built-up : 672 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,280,000",4+1,4,,3-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,280,000",5+1,6,,3-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,580,000",3,3,2,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,800,000",3,3,2,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Sunway SPK, Kuala Lumpur","RM 3,600,000",5+1,5,6,Semi-detached House (Intermediate),Land area : 45x103 sq. ft.,Fully Furnished
"Sunway SPK, Kuala Lumpur","RM 1,650,000",5+1,5,,2.5-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,500,000",4+1,5,,Condominium,"Built-up : 3,043 sq. ft.",Partly Furnished
"Sunway SPK, Kuala Lumpur","RM 2,050,000",5+1,4,4,2.5-sty Terrace/Link House (EndLot),Land area : 32x75 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur","RM 380,000",3,2,1,Apartment (Intermediate),"Built-up : 1,216 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur","RM 555,000",4,2,3,Condominium,"Built-up : 1,600 sq. ft.",
"Bukit Jalil, Kuala Lumpur","RM 560,000",3,2,2,Condominium (Intermediate),"Built-up : 1,100 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 358,000",2+1,2,1,Condominium,Built-up : 822 sq. ft.,Partly Furnished
"Sunway SPK, Kuala Lumpur","RM 1,750,000",5,5,4,2.5-sty Terrace/Link House (EndLot),Land area : 32x75 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,270,000",3,2,2,Condominium (Corner),"Built-up : 1,200 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,890,000",5,6,,Condominium (Corner),"Built-up : 3,412 sq. ft.",Unknown
"Jalan Ipoh, Kuala Lumpur","RM 561,100",3+1,4,,Condominium (Penthouse),"Built-up : 1,879 sq. ft.",Unknown
"KLCC, Kuala Lumpur","RM 4,700,000",3+1,3,2,Serviced Residence (Intermediate),"Built-up : 1,786 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 2,535,300",4+1,5,,Condominium,"Built-up : 3,729 sq. ft.",Unknown
"KLCC, Kuala Lumpur","RM 1,818,500",3,4,,Condominium,"Built-up : 2,250 sq. ft.",Unknown
"Ampang, Kuala Lumpur","RM 1,680,000",4,4,,Semi-detached House,Land area : 3200 sq. ft.,Unfurnished
"Ampang, Kuala Lumpur","RM 4,900,000",5+1,7,6,Bungalow,"Land area : 10,000 sq. ft.",Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 1,200,000",4,3,,2-sty Terrace/Link House (Corner),Land area : 38x70 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 3,200,000",5+2,7,,Bungalow (Corner),Land area : 5500 sq. ft.,Unknown
"Segambut, Kuala Lumpur","RM 330,000",2,2,,2-sty Terrace/Link House,Land area : 14x43 sq. ft.,
"Mont Kiara, Kuala Lumpur","RM 1,300,000",3+1,2,2,Condominium,"Built-up : 1,448 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,990,000",4+1,3,4,Condominium,"Built-up : 3,152 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,900,000",4+1,5,2,Condominium,"Built-up : 2,552 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,300,000",3+1,3,2,Condominium,"Built-up : 1,448 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 830,000",1+1,1,1,Condominium (Intermediate),Built-up : 904 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,880,000",3+1,3,,Condominium,"Built-up : 1,690 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,900,000",5+1,7,2,3-sty Terrace/Link House,"Built-up : 6,207 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,450,000",3+1,3,2,Condominium,"Built-up : 1,680 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,480,000",2+1,3,1,Condominium (Intermediate),"Built-up : 1,458 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 5,600,000",5+1,7,,3-sty Terrace/Link House,"Built-up : 6,088 sq. ft.",Partly Furnished
